2023-10-20 03:01:19,418 | train | INFO | Set Logger /home/kwy00/ysy/results/train/20231020_030119
2023-10-20 05:51:04,145 | train | INFO | batch: 0/686 loss: 0.017696579918265343
2023-10-20 05:54:53,520 | train | INFO | batch: 100/686 loss: 0.012308221310377121
2023-10-20 05:58:42,333 | train | INFO | batch: 200/686 loss: 0.017149414867162704
2023-10-20 06:02:31,897 | train | INFO | batch: 300/686 loss: 0.02477511763572693
2023-10-20 06:06:21,832 | train | INFO | batch: 400/686 loss: 0.012391106225550175
2023-10-20 06:10:11,208 | train | INFO | batch: 500/686 loss: 0.017271816730499268
2023-10-20 06:14:00,870 | train | INFO | batch: 600/686 loss: 0.014358388260006905
2023-10-20 06:17:15,551 | train | INFO | --Val 6/30
2023-10-20 06:17:17,373 | train | INFO | batch: 0/63 loss: 0.014963885769248009
2023-10-20 06:19:09,488 | train | INFO | Write row 6
2023-10-20 06:19:10,014 | train | INFO | --Train 7/30
2023-10-20 06:19:11,935 | train | INFO | batch: 0/686 loss: 0.014650143682956696
2023-10-20 06:23:01,387 | train | INFO | batch: 100/686 loss: 0.014161115512251854
2023-10-20 06:26:50,659 | train | INFO | batch: 200/686 loss: 0.013601874932646751
2023-10-20 06:30:40,156 | train | INFO | batch: 300/686 loss: 0.016435403376817703
2023-10-20 06:34:29,561 | train | INFO | batch: 400/686 loss: 0.017837857827544212
2023-10-20 06:38:19,182 | train | INFO | batch: 500/686 loss: 0.013955757021903992
2023-10-20 06:42:08,613 | train | INFO | batch: 600/686 loss: 0.012929350137710571
2023-10-20 06:45:21,623 | train | INFO | --Val 7/30
2023-10-20 06:45:23,449 | train | INFO | batch: 0/63 loss: 0.02710171788930893
2023-10-20 06:47:15,215 | train | INFO | Write row 7
2023-10-20 06:47:15,741 | train | INFO | --Train 8/30
2023-10-20 06:47:17,679 | train | INFO | batch: 0/686 loss: 0.014930450357496738
2023-10-20 06:51:06,976 | train | INFO | batch: 100/686 loss: 0.012238013558089733
2023-10-20 06:54:55,674 | train | INFO | batch: 200/686 loss: 0.01273183524608612
2023-10-20 06:58:44,716 | train | INFO | batch: 300/686 loss: 0.011490615084767342
2023-10-20 07:02:34,048 | train | INFO | batch: 400/686 loss: 0.020607251673936844
2023-10-20 07:06:22,993 | train | INFO | batch: 500/686 loss: 0.01319975033402443
2023-10-20 07:10:12,911 | train | INFO | batch: 600/686 loss: 0.01643235981464386
2023-10-20 07:13:26,224 | train | INFO | --Val 8/30
2023-10-20 07:13:28,038 | train | INFO | batch: 0/63 loss: 0.01260389480739832
2023-10-20 07:15:19,971 | train | INFO | Write row 8
2023-10-20 07:15:20,505 | train | INFO | --Train 9/30
2023-10-20 07:15:22,427 | train | INFO | batch: 0/686 loss: 0.010758178308606148
2023-10-20 07:19:11,875 | train | INFO | batch: 100/686 loss: 0.02003253996372223
2023-10-20 07:23:01,678 | train | INFO | batch: 200/686 loss: 0.0184937696903944
2023-10-20 07:26:51,349 | train | INFO | batch: 300/686 loss: 0.013658571988344193
2023-10-20 07:30:40,584 | train | INFO | batch: 400/686 loss: 0.012270696461200714
2023-10-20 07:34:29,405 | train | INFO | batch: 500/686 loss: 0.013966867700219154
2023-10-20 07:38:19,179 | train | INFO | batch: 600/686 loss: 0.014603625051677227
2023-10-20 07:41:32,287 | train | INFO | --Val 9/30
2023-10-20 07:41:34,083 | train | INFO | batch: 0/63 loss: 0.013089092448353767
2023-10-20 07:43:26,061 | train | INFO | Write row 9
2023-10-20 07:43:26,855 | train | INFO | --Train 10/30
2023-10-20 07:43:28,781 | train | INFO | batch: 0/686 loss: 0.014556595124304295
2023-10-20 07:47:17,736 | train | INFO | batch: 100/686 loss: 0.012448007240891457
2023-10-20 07:51:06,654 | train | INFO | batch: 200/686 loss: 0.011753307655453682
2023-10-20 07:54:55,832 | train | INFO | batch: 300/686 loss: 0.012430449016392231
2023-10-20 07:58:44,949 | train | INFO | batch: 400/686 loss: 0.013301768340170383
2023-10-20 08:02:34,121 | train | INFO | batch: 500/686 loss: 0.009485398419201374
2023-10-20 08:06:22,933 | train | INFO | batch: 600/686 loss: 0.010121099650859833
2023-10-20 08:09:36,645 | train | INFO | --Val 10/30
2023-10-20 08:09:38,441 | train | INFO | batch: 0/63 loss: 0.012104161083698273
2023-10-20 08:11:30,784 | train | INFO | Write row 10
2023-10-20 08:11:31,330 | train | INFO | --Train 11/30
2023-10-20 08:11:33,282 | train | INFO | batch: 0/686 loss: 0.01415535993874073
2023-10-20 08:15:22,447 | train | INFO | batch: 100/686 loss: 0.0104135200381279
2023-10-20 08:19:11,701 | train | INFO | batch: 200/686 loss: 0.011685295030474663
2023-10-20 08:23:00,601 | train | INFO | batch: 300/686 loss: 0.011345834471285343
2023-10-20 08:26:49,400 | train | INFO | batch: 400/686 loss: 0.00956596340984106
2023-10-20 08:30:38,628 | train | INFO | batch: 500/686 loss: 0.013371418230235577
2023-10-20 08:34:28,330 | train | INFO | batch: 600/686 loss: 0.011517052538692951
2023-10-20 08:37:42,221 | train | INFO | --Val 11/30
2023-10-20 08:37:44,045 | train | INFO | batch: 0/63 loss: 0.011129098944365978
2023-10-20 08:39:36,016 | train | INFO | Write row 11
2023-10-20 08:39:36,571 | train | INFO | --Train 12/30
2023-10-20 08:39:38,497 | train | INFO | batch: 0/686 loss: 0.009498672559857368
2023-10-20 08:43:27,918 | train | INFO | batch: 100/686 loss: 0.012649753130972385
2023-10-20 08:47:16,796 | train | INFO | batch: 200/686 loss: 0.015182387083768845
2023-10-20 08:51:05,558 | train | INFO | batch: 300/686 loss: 0.010034995153546333
2023-10-20 08:54:54,771 | train | INFO | batch: 400/686 loss: 0.009404457174241543
2023-10-20 08:58:43,785 | train | INFO | batch: 500/686 loss: 0.011878592893481255
2023-10-20 09:02:32,994 | train | INFO | batch: 600/686 loss: 0.011178957298398018
2023-10-20 09:05:46,218 | train | INFO | --Val 12/30
2023-10-20 09:05:48,040 | train | INFO | batch: 0/63 loss: 0.01124870777130127
2023-10-20 09:07:39,779 | train | INFO | Write row 12
2023-10-20 09:07:40,347 | train | INFO | --Train 13/30
2023-10-20 09:07:42,288 | train | INFO | batch: 0/686 loss: 0.010312071070075035
2023-10-20 09:11:31,308 | train | INFO | batch: 100/686 loss: 0.009951556101441383
2023-10-20 09:15:20,235 | train | INFO | batch: 200/686 loss: 0.009899217635393143
2023-10-20 09:19:09,009 | train | INFO | batch: 300/686 loss: 0.009203502908349037
2023-10-20 09:22:57,690 | train | INFO | batch: 400/686 loss: 0.009707932360470295
2023-10-20 09:26:46,598 | train | INFO | batch: 500/686 loss: 0.009303605183959007
2023-10-20 09:30:35,861 | train | INFO | batch: 600/686 loss: 0.010197889991104603
2023-10-20 09:33:49,035 | train | INFO | --Val 13/30
2023-10-20 09:33:50,870 | train | INFO | batch: 0/63 loss: 0.011578882113099098
2023-10-20 09:35:43,034 | train | INFO | Write row 13
2023-10-20 09:35:43,607 | train | INFO | --Train 14/30
2023-10-20 09:35:45,525 | train | INFO | batch: 0/686 loss: 0.010899417102336884
2023-10-20 09:39:35,519 | train | INFO | batch: 100/686 loss: 0.011144773103296757
2023-10-20 09:43:24,633 | train | INFO | batch: 200/686 loss: 0.010630011558532715
2023-10-20 09:47:14,364 | train | INFO | batch: 300/686 loss: 0.010349939577281475
2023-10-20 09:51:04,016 | train | INFO | batch: 400/686 loss: 0.00969372596591711
2023-10-20 09:54:53,524 | train | INFO | batch: 500/686 loss: 0.009898065589368343
2023-10-20 09:58:42,486 | train | INFO | batch: 600/686 loss: 0.009865625761449337
2023-10-20 10:01:55,510 | train | INFO | --Val 14/30
2023-10-20 10:01:57,330 | train | INFO | batch: 0/63 loss: 0.01276746578514576
2023-10-20 10:03:49,115 | train | INFO | Write row 14
2023-10-20 10:03:49,691 | train | INFO | --Train 15/30
2023-10-20 10:03:51,626 | train | INFO | batch: 0/686 loss: 0.009251597337424755
2023-10-20 10:07:40,904 | train | INFO | batch: 100/686 loss: 0.009056059643626213
2023-10-20 10:11:30,319 | train | INFO | batch: 200/686 loss: 0.010501104407012463
2023-10-20 10:15:19,368 | train | INFO | batch: 300/686 loss: 0.007256508804857731
2023-10-20 10:19:08,652 | train | INFO | batch: 400/686 loss: 0.008531142957508564
2023-10-20 10:22:57,763 | train | INFO | batch: 500/686 loss: 0.008061613887548447
2023-10-20 10:26:46,599 | train | INFO | batch: 600/686 loss: 0.009309195913374424
2023-10-20 10:30:00,073 | train | INFO | --Val 15/30
2023-10-20 10:30:01,913 | train | INFO | batch: 0/63 loss: 0.011786961928009987
2023-10-20 10:31:53,768 | train | INFO | Write row 15
2023-10-20 10:31:54,354 | train | INFO | --Train 16/30
2023-10-20 10:31:56,278 | train | INFO | batch: 0/686 loss: 0.009460658766329288
2023-10-20 10:35:45,278 | train | INFO | batch: 100/686 loss: 0.009113334119319916
2023-10-20 10:39:34,563 | train | INFO | batch: 200/686 loss: 0.007737789768725634
2023-10-20 10:43:23,390 | train | INFO | batch: 300/686 loss: 0.007766861468553543
2023-10-20 10:47:12,433 | train | INFO | batch: 400/686 loss: 0.009538000449538231
2023-10-20 10:51:01,830 | train | INFO | batch: 500/686 loss: 0.010256754234433174
2023-10-20 10:54:50,709 | train | INFO | batch: 600/686 loss: 0.009021000936627388
2023-10-20 10:58:04,678 | train | INFO | --Val 16/30
2023-10-20 10:58:06,508 | train | INFO | batch: 0/63 loss: 0.012282813899219036
2023-10-20 10:59:58,534 | train | INFO | Write row 16
2023-10-20 10:59:59,127 | train | INFO | --Train 17/30
2023-10-20 11:00:01,063 | train | INFO | batch: 0/686 loss: 0.00914394948631525
2023-10-20 11:03:49,815 | train | INFO | batch: 100/686 loss: 0.00873939786106348
2023-10-20 11:07:38,749 | train | INFO | batch: 200/686 loss: 0.008998626843094826
2023-10-20 11:11:27,606 | train | INFO | batch: 300/686 loss: 0.008142666891217232
2023-10-20 11:15:16,491 | train | INFO | batch: 400/686 loss: 0.007507637608796358
2023-10-20 11:19:05,542 | train | INFO | batch: 500/686 loss: 0.007665469776839018
2023-10-20 11:22:54,471 | train | INFO | batch: 600/686 loss: 0.00781708862632513
2023-10-20 11:26:07,239 | train | INFO | --Val 17/30
2023-10-20 11:26:09,070 | train | INFO | batch: 0/63 loss: 0.010689432732760906
2023-10-20 11:28:00,780 | train | INFO | Write row 17
2023-10-20 11:28:01,378 | train | INFO | --Train 18/30
2023-10-20 11:28:03,286 | train | INFO | batch: 0/686 loss: 0.00772246066480875
2023-10-20 11:31:52,098 | train | INFO | batch: 100/686 loss: 0.008319858461618423
2023-10-20 11:35:40,931 | train | INFO | batch: 200/686 loss: 0.006531483959406614
2023-10-20 11:39:29,848 | train | INFO | batch: 300/686 loss: 0.009072034619748592
2023-10-20 11:43:18,906 | train | INFO | batch: 400/686 loss: 0.0073099625296890736
2023-10-20 11:47:07,718 | train | INFO | batch: 500/686 loss: 0.009699779562652111
2023-10-20 11:50:56,212 | train | INFO | batch: 600/686 loss: 0.00886563677340746
2023-10-20 11:54:08,985 | train | INFO | --Val 18/30
2023-10-20 11:54:10,807 | train | INFO | batch: 0/63 loss: 0.008321067318320274
2023-10-20 11:56:02,420 | train | INFO | Write row 18
2023-10-20 11:56:03,030 | train | INFO | --Train 19/30
2023-10-20 11:56:04,967 | train | INFO | batch: 0/686 loss: 0.006953953765332699
2023-10-20 11:59:54,128 | train | INFO | batch: 100/686 loss: 0.006436527241021395
2023-10-20 12:03:43,379 | train | INFO | batch: 200/686 loss: 0.008029709570109844
2023-10-20 12:07:32,439 | train | INFO | batch: 300/686 loss: 0.008667036890983582
2023-10-20 12:11:21,338 | train | INFO | batch: 400/686 loss: 0.007078524678945541
2023-10-20 12:15:10,246 | train | INFO | batch: 500/686 loss: 0.008509897626936436
2023-10-20 12:18:59,074 | train | INFO | batch: 600/686 loss: 0.007942396216094494
2023-10-20 12:22:11,836 | train | INFO | --Val 19/30
2023-10-20 12:22:13,654 | train | INFO | batch: 0/63 loss: 0.009957547299563885
2023-10-20 12:24:05,473 | train | INFO | Write row 19
2023-10-20 12:24:06,092 | train | INFO | --Train 20/30
2023-10-20 12:24:08,022 | train | INFO | batch: 0/686 loss: 0.006978715769946575
2023-10-20 12:27:57,548 | train | INFO | batch: 100/686 loss: 0.007291876710951328
2023-10-20 12:31:46,390 | train | INFO | batch: 200/686 loss: 0.0064634522423148155
2023-10-20 12:35:34,810 | train | INFO | batch: 300/686 loss: 0.00746726430952549
2023-10-20 12:39:24,105 | train | INFO | batch: 400/686 loss: 0.007468818221241236
2023-10-20 12:43:13,123 | train | INFO | batch: 500/686 loss: 0.007855333387851715
2023-10-20 12:47:02,606 | train | INFO | batch: 600/686 loss: 0.0068479799665510654
2023-10-20 12:50:15,460 | train | INFO | --Val 20/30
2023-10-20 12:50:17,282 | train | INFO | batch: 0/63 loss: 0.010456970892846584
2023-10-20 12:52:09,258 | train | INFO | Write row 20
2023-10-20 12:52:09,896 | train | INFO | --Train 21/30
2023-10-20 12:52:11,807 | train | INFO | batch: 0/686 loss: 0.006690443959087133
2023-10-20 12:56:01,186 | train | INFO | batch: 100/686 loss: 0.006388755049556494
2023-10-20 12:59:50,178 | train | INFO | batch: 200/686 loss: 0.00880972295999527
2023-10-20 13:03:38,990 | train | INFO | batch: 300/686 loss: 0.006470877211540937
2023-10-20 13:07:28,039 | train | INFO | batch: 400/686 loss: 0.00676872069016099
2023-10-20 13:11:17,529 | train | INFO | batch: 500/686 loss: 0.006735839881002903
2023-10-20 13:15:06,646 | train | INFO | batch: 600/686 loss: 0.006072841584682465
2023-10-20 13:18:19,571 | train | INFO | --Val 21/30
2023-10-20 13:18:21,404 | train | INFO | batch: 0/63 loss: 0.011105053126811981
2023-10-20 13:20:13,308 | train | INFO | Write row 21
2023-10-20 13:20:13,943 | train | INFO | --Train 22/30
2023-10-20 13:20:15,859 | train | INFO | batch: 0/686 loss: 0.006815662141889334
2023-10-20 13:24:05,333 | train | INFO | batch: 100/686 loss: 0.006325731053948402
2023-10-20 13:27:54,361 | train | INFO | batch: 200/686 loss: 0.007570603862404823
2023-10-20 13:31:43,375 | train | INFO | batch: 300/686 loss: 0.006211215164512396
2023-10-20 13:35:32,313 | train | INFO | batch: 400/686 loss: 0.006454653572291136
2023-10-20 13:39:21,222 | train | INFO | batch: 500/686 loss: 0.0064884671010077
2023-10-20 13:43:10,338 | train | INFO | batch: 600/686 loss: 0.014313282445073128
2023-10-20 13:46:23,518 | train | INFO | --Val 22/30
2023-10-20 13:46:25,337 | train | INFO | batch: 0/63 loss: 0.011277181096374989
2023-10-20 13:48:16,979 | train | INFO | Write row 22
2023-10-20 13:48:17,629 | train | INFO | --Train 23/30
2023-10-20 13:48:19,540 | train | INFO | batch: 0/686 loss: 0.0056158918887376785
2023-10-20 13:52:07,864 | train | INFO | batch: 100/686 loss: 0.005337629467248917
2023-10-20 13:55:57,142 | train | INFO | batch: 200/686 loss: 0.006882121320813894
2023-10-20 13:59:45,684 | train | INFO | batch: 300/686 loss: 0.005709432996809483
2023-10-20 14:03:34,628 | train | INFO | batch: 400/686 loss: 0.00513504259288311
2023-10-20 14:07:23,967 | train | INFO | batch: 500/686 loss: 0.00543949194252491
2023-10-20 14:11:12,736 | train | INFO | batch: 600/686 loss: 0.08896170556545258
2023-10-20 14:14:27,287 | train | INFO | --Val 23/30
2023-10-20 14:14:29,099 | train | INFO | batch: 0/63 loss: 0.008866786025464535
2023-10-20 14:16:21,198 | train | INFO | Write row 23
2023-10-20 14:16:21,848 | train | INFO | --Train 24/30
2023-10-20 14:16:23,808 | train | INFO | batch: 0/686 loss: 0.0068343630991876125
2023-10-20 14:20:14,277 | train | INFO | batch: 100/686 loss: 0.0072224922478199005
2023-10-20 14:24:03,987 | train | INFO | batch: 200/686 loss: 0.00651181023567915
2023-10-20 14:27:54,320 | train | INFO | batch: 300/686 loss: 0.006112598814070225
2023-10-20 14:31:43,867 | train | INFO | batch: 400/686 loss: 0.006301397457718849
2023-10-20 14:35:32,995 | train | INFO | batch: 500/686 loss: 0.006339202634990215
2023-10-20 14:39:22,170 | train | INFO | batch: 600/686 loss: 0.005490824580192566
2023-10-20 14:42:35,435 | train | INFO | --Val 24/30
2023-10-20 14:42:37,270 | train | INFO | batch: 0/63 loss: 0.01011014822870493
2023-10-20 14:44:29,814 | train | INFO | Write row 24
2023-10-20 14:44:30,466 | train | INFO | --Train 25/30
2023-10-20 14:44:32,375 | train | INFO | batch: 0/686 loss: 0.0056922766380012035
2023-10-20 14:48:21,591 | train | INFO | batch: 100/686 loss: 0.005858038552105427
2023-10-20 14:52:11,042 | train | INFO | batch: 200/686 loss: 0.006051310803741217
2023-10-20 14:56:00,598 | train | INFO | batch: 300/686 loss: 0.005283141043037176
2023-10-20 14:59:50,100 | train | INFO | batch: 400/686 loss: 0.0046659791842103004
2023-10-20 15:03:39,342 | train | INFO | batch: 500/686 loss: 0.005611947737634182
2023-10-20 15:07:29,358 | train | INFO | batch: 600/686 loss: 0.005502052139490843
2023-10-20 15:10:42,920 | train | INFO | --Val 25/30
2023-10-20 15:10:44,748 | train | INFO | batch: 0/63 loss: 0.009419897571206093
2023-10-20 15:12:36,550 | train | INFO | Write row 25
2023-10-20 15:12:37,216 | train | INFO | --Train 26/30
2023-10-20 15:12:39,125 | train | INFO | batch: 0/686 loss: 0.004841384012252092
2023-10-20 15:16:29,038 | train | INFO | batch: 100/686 loss: 0.005188616458326578
2023-10-20 15:20:18,101 | train | INFO | batch: 200/686 loss: 0.005282198078930378
2023-10-20 15:24:07,148 | train | INFO | batch: 300/686 loss: 0.005137319676578045
2023-10-20 15:27:55,780 | train | INFO | batch: 400/686 loss: 0.004787201061844826
2023-10-20 15:31:44,458 | train | INFO | batch: 500/686 loss: 0.0051480564288794994
2023-10-20 15:35:34,362 | train | INFO | batch: 600/686 loss: 0.0050329845398664474
2023-10-20 15:38:47,508 | train | INFO | --Val 26/30
2023-10-20 15:38:49,330 | train | INFO | batch: 0/63 loss: 0.009018586948513985
2023-10-20 15:40:41,225 | train | INFO | Write row 26
2023-10-20 15:40:41,898 | train | INFO | --Train 27/30
2023-10-20 15:40:43,845 | train | INFO | batch: 0/686 loss: 0.005970200523734093
2023-10-20 15:44:32,699 | train | INFO | batch: 100/686 loss: 0.005646963138133287
2023-10-20 15:48:22,376 | train | INFO | batch: 200/686 loss: 0.00685139698907733
2023-10-20 15:52:12,144 | train | INFO | batch: 300/686 loss: 0.007084396202117205
2023-10-20 15:56:01,185 | train | INFO | batch: 400/686 loss: 0.004865776747465134
2023-10-20 15:59:50,672 | train | INFO | batch: 500/686 loss: 0.006747711915522814
2023-10-20 16:03:39,841 | train | INFO | batch: 600/686 loss: 0.005743297748267651
2023-10-20 16:06:52,880 | train | INFO | --Val 27/30
2023-10-20 16:06:54,715 | train | INFO | batch: 0/63 loss: 0.009562251158058643
2023-10-20 16:08:46,531 | train | INFO | Write row 27
2023-10-20 16:08:47,677 | train | INFO | --Train 28/30
2023-10-20 16:08:49,648 | train | INFO | batch: 0/686 loss: 0.005593470763415098
2023-10-20 16:12:38,901 | train | INFO | batch: 100/686 loss: 0.004475714638829231
2023-10-20 16:16:28,358 | train | INFO | batch: 200/686 loss: 0.004992170259356499
2023-10-20 16:20:17,198 | train | INFO | batch: 300/686 loss: 0.0044836909510195255
2023-10-20 16:24:06,015 | train | INFO | batch: 400/686 loss: 0.005531321745365858
2023-10-20 16:27:54,914 | train | INFO | batch: 500/686 loss: 0.005064173601567745
2023-10-20 16:31:44,650 | train | INFO | batch: 600/686 loss: 0.006013645324856043
2023-10-20 16:34:57,391 | train | INFO | --Val 28/30
2023-10-20 16:34:59,187 | train | INFO | batch: 0/63 loss: 0.009766817092895508
2023-10-20 16:36:51,075 | train | INFO | Write row 28
2023-10-20 16:36:51,761 | train | INFO | --Train 29/30
2023-10-20 16:36:53,673 | train | INFO | batch: 0/686 loss: 0.005336133297532797
2023-10-20 16:40:42,275 | train | INFO | batch: 100/686 loss: 0.004811650607734919
2023-10-20 16:44:30,821 | train | INFO | batch: 200/686 loss: 0.005335861351341009
2023-10-20 16:48:19,886 | train | INFO | batch: 300/686 loss: 0.00455434899777174
2023-10-20 16:52:08,492 | train | INFO | batch: 400/686 loss: 0.005941649433225393
2023-10-20 16:55:57,444 | train | INFO | batch: 500/686 loss: 0.004970049951225519
2023-10-20 16:59:46,040 | train | INFO | batch: 600/686 loss: 0.00457356171682477
2023-10-20 17:02:58,701 | train | INFO | --Val 29/30
2023-10-20 17:03:00,517 | train | INFO | batch: 0/63 loss: 0.010019014589488506
2023-10-20 17:04:53,014 | train | INFO | Write row 29
2023-10-20 17:04:54,114 | train | INFO | Recorder, epoch 29 Model saved: /home/kwy00/ysy/results/train/20231020_030119/model.pt
